eu_code,tên sản phẩm,annex1_legal_ref,hs6 hiện tại,đánh giá,mã HS6 đúng đề xuất (nếu sai/ngờ),lý do + nguồn dẫn,hs6_current_desc,hs6_proposed_desc,source_concordance_url,source_hs2012_url,source_annex1_url,original_annex1_group,original_note
820050,Juniper berry,0820050 Juniper berry | Juniperus communis,090961,NGỜ,090961;090962,"Juniper berries have whole vs crushed/ground split; 090961 alone incomplete. Nguồn EU/loài: 0820050 Juniper berry | Juniperus communis. HS2012 hiện tại: 090961: Spices: seeds of anise, badian, caraway or fennel: juniper berries, neither crushed nor ground. HS2012 đề xuất: 090961: Spices: seeds of anise, badian, caraway or fennel: juniper berries, neither crushed nor ground | 090962: Spices: seeds of anise, badian, caraway or fennel: juniper berries, crushed or ground.","090961: Spices: seeds of anise, badian, caraway or fennel: juniper berries, neither crushed nor ground","090961: Spices: seeds of anise, badian, caraway or fennel: juniper berries, neither crushed nor ground | 090962: Spices: seeds of anise, badian, caraway or fennel: juniper berries, crushed or ground",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1030010,Chicken,1030010 Chicken | Gallus gallus,,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1030010 Chicken | Gallus gallus. HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
633020,Ginseng,0633020 Ginseng | Panax ginseng; Panax quinquefolius,121190,SAI,121120,"Ginseng roots có mã riêng 121120; 121190 là NEC, kém chính xác. Nguồn EU/loài: 0633020 Ginseng | Panax ginseng; Panax quinquefolius. HS2012 hiện tại: 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered. HS2012 đề xuất: 121120: Ginseng roots, used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes: fresh or dried, whether or not cut, crushed or powdered.","121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered","121120: Ginseng roots, used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes: fresh or dried, whether or not cut, crushed or powdered",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,06xxxxx Chè/cà phê/hật cacao/thảo mộc,"[herbal infusion part→1211 plants for infusion; lumped] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
631020,Hibiscus/roselle,0631020 Hibiscus/roselle | Hibiscus sabdariffa,121190,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0631020 Hibiscus/roselle | Hibiscus sabdariffa. HS2012 hiện tại: 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered.","121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,06xxxxx Chè/cà phê/hật cacao/thảo mộc,"[herbal infusion part→1211 plants for infusion; lumped] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
241020,Cauliflowers,0241020 Cauliflowers | Brassica oleracea var. botrytis,070410,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0241020 Cauliflowers | Brassica oleracea var. botrytis. HS2012 hiện tại: 070410: Vegetables, brassica: cauliflowers and headed broccoli, fresh or chilled.","070410: Vegetables, brassica: cauliflowers and headed broccoli, fresh or chilled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
120090,Pine nut kernels,0120090 Pine nut kernels | Pinus pinea,080290,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0120090 Pine nut kernels | Pinus pinea. HS2012 hiện tại: 080290: Nuts, edible: n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled.","080290: Nuts, edible: n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | HSFIX2 2026-06-29 080112->080290: hạt thông=nut nec 080290 (KHÔNG phải dừa)"
163060,Cherimoyas,0163060 Cherimoyas | Annona cherimola,081090,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0163060 Cherimoyas | Annona cherimola. HS2012 hiện tại: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"[VN-overlay: 081070→081090] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
120000,Tree nuts,0120000 Tree nuts,080280,NGỜ,080111;080112;080119;080121;080122;080131;080132;080211;080212;080221;080222;080231;080232;080241;080242;080251;080252;080261;080262;080270;080280;080290,"Tree nuts là nhóm rất rộng; 080280 chỉ areca nuts. Nguồn EU/loài: 0120000 Tree nuts. HS2012 hiện tại: 080280: Nuts, edible: areca nuts, fresh or dried, whether or not shelled or peeled. HS2012 đề xuất: 080111: Nuts, edible: coconuts, desiccated | 080112: Nuts, edible: coconuts, in the inner shell (endocarp) | 080119: Nuts, edible: coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp) | 080121: Nuts, edible: brazil nuts, fresh or dried, in shell | 080122: Nuts, edible: brazil nuts, fresh or dried, shelled | 080131: Nuts, edible: cashew nuts, fresh or dried, in shell | 080132: Nuts, edible: cashew nuts, fresh or dried, shelled | 080211: Nuts, edible: almonds, fresh or dried, in shell | 080212: Nuts, edible: almonds, fresh or dried, shelled | 080221: Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, in shell | 080222: Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, shelled | 080231: Nuts, edible: walnuts, fresh or dried, in shell | 080232: Nuts, edible: walnuts, fresh or dried, shelled | 080241: Nuts, edible: chestnuts (Castanea spp.), fresh or dried, in shell | 080242: Nuts, edible: chestnuts (Castanea spp.), fresh or dried, shelled | 080251: Nuts, edible: pistachios, fresh or dried, in shell | 080252: Nuts, edible: pistachios, fresh or dried, shelled | 080261: Nuts, edible: macadamia, fresh or dried, in shell | 080262: Nuts, edible: macadamia, fresh or dried, shelled | 080270: Nuts, edible: kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled | 080280: Nuts, edible: areca nuts, fresh or dried, whether or not shelled or peeled | 080290: Nuts, edible: n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled.","080280: Nuts, edible: areca nuts, fresh or dried, whether or not shelled or peeled","080111: Nuts, edible: coconuts, desiccated | 080112: Nuts, edible: coconuts, in the inner shell (endocarp) | 080119: Nuts, edible: coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp) | 080121: Nuts, edible: brazil nuts, fresh or dried, in shell | 080122: Nuts, edible: brazil nuts, fresh or dried, shelled | 080131: Nuts, edible: cashew nuts, fresh or dried, in shell | 080132: Nuts, edible: cashew nuts, fresh or dried, shelled | 080211: Nuts, edible: almonds, fresh or dried, in shell | 080212: Nuts, edible: almonds, fresh or dried, shelled | 080221: Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, in shell | 080222: Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, shelled | 080231: Nuts, edible: walnuts, fresh or dried, in shell | 080232: Nuts, edible: walnuts, fresh or dried, shelled | 080241: Nuts, edible: chestnuts (Castanea spp.), fresh or dried, in shell | 080242: Nuts, edible: chestnuts (Castanea spp.), fresh or dried, shelled | 080251: Nuts, edible: pistachios, fresh or dried, in shell | 080252: Nuts, edible: pistachios, fresh or dried, shelled | 080261: Nuts, edible: macadamia, fresh or dried, in shell | 080262: Nuts, edible: macadamia, fresh or dried, shelled | 080270: Nuts, edible: kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled | 080280: Nuts, edible: areca nuts, fresh or dried, whether or not shelled or peeled | 080290: Nuts, edible: n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
620000,Coffee beans,0620000 Coffee beans | Coffea arabica; Coffea canephora ; syn: Coffea robusta; Coffea liberica,090111;090112;090121;090122,SAI,090111;090112;090121;090122,"hs6 chứa bốn mã coffee nên không phải một HS6; cần explode roasted/not roasted và decaf/non-decaf. Nguồn EU/loài: 0620000 Coffee beans | Coffea arabica; Coffea canephora ; syn: Coffea robusta; Coffea liberica. HS2012 hiện tại: 090111: Coffee: not roasted or decaffeinated | 090112: Coffee: decaffeinated, not roasted | 090121: Coffee: roasted, not decaffeinated | 090122: Coffee: roasted, decaffeinated. HS2012 đề xuất: 090111: Coffee: not roasted or decaffeinated | 090112: Coffee: decaffeinated, not roasted | 090121: Coffee: roasted, not decaffeinated | 090122: Coffee: roasted, decaffeinated.","090111: Coffee: not roasted or decaffeinated | 090112: Coffee: decaffeinated, not roasted | 090121: Coffee: roasted, not decaffeinated | 090122: Coffee: roasted, decaffeinated","090111: Coffee: not roasted or decaffeinated | 090112: Coffee: decaffeinated, not roasted | 090121: Coffee: roasted, not decaffeinated | 090122: Coffee: roasted, decaffeinated",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,06xxxxx Chè/cà phê/hật cacao/thảo mộc,"[VN-overlay: 090111; 090112; 090121; 090122→090111;090112;090121;090122] Cà phê/coffee — RAC=nhân (090111 green primary), GIỮ mẫu chính"
632030,Mate/maté,0632030 Mate/maté | Ilex paraguariensis,121190,SAI,090300,"Mate/maté có mã riêng 090300; 121190 không phù hợp bằng. Nguồn EU/loài: 0632030 Mate/maté | Ilex paraguariensis. HS2012 hiện tại: 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered. HS2012 đề xuất: 090300: Mate.","121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered",090300: Mate,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,06xxxxx Chè/cà phê/hật cacao/thảo mộc,"[herbal infusion part→1211 plants for infusion; lumped] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
163090,Breadfruits,0163090 Breadfruits | Artocarpus altilis,081090,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0163090 Breadfruits | Artocarpus altilis. HS2012 hiện tại: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
140990,Others (2),0140990 Others ( 2 ),080929,SAI,081090,"Others trong stone fruits không phải cherries 080929; dùng fruits n.e.c. 081090 nếu không xác định. Nguồn EU/loài: 0140990 Others ( 2 ). HS2012 hiện tại: 080929: Fruit, edible: cherries, other than sour cherries (Prunus cerasus), fresh. HS2012 đề xuất: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","080929: Fruit, edible: cherries, other than sour cherries (Prunus cerasus), fresh","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
632000,(b) leaves and herbs,"0632000 Leaves and aerial green parts, after removal of decayed leaves",121190,NGỜ,090300;121190,"Leaves/herbs group có mate với mã riêng 090300; 121190 chỉ đúng cho phần herbal leaves/herbs khác. Nguồn EU/loài: 0632000 Leaves and aerial green parts, after removal of decayed leaves. HS2012 hiện tại: 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered. HS2012 đề xuất: 090300: Mate | 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered.","121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered","090300: Mate | 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,06xxxxx Chè/cà phê/hật cacao/thảo mộc,"[herbal infusion part→1211 plants for infusion; lumped] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
401040,Sesame seeds,0401040 Sesame seeds | Sesamum indicum,120740,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0401040 Sesame seeds | Sesamum indicum. HS2012 hiện tại: 120740: Oil seeds: sesamum seeds, whether or not broken.","120740: Oil seeds: sesamum seeds, whether or not broken",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,04xxxxx Hạt có dầu/oil fruits,"[map loài→HS: 0401040 Sesame seeds | Sesamum indicum] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | HSFIX2 2026-06-29 120730->120740: mè=sesamum 120740"
1017040,Kidney,1017040 Kidney,,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1017040 Kidney. HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
850000,Bud spices,0850000 Bud spices,090710,NGỜ,090710;090720;070999;091099;090619;090620,"Bud spices gồm cloves, capers và others; 090710 chỉ cloves whole. Nguồn EU/loài: 0850000 Bud spices. HS2012 hiện tại: 090710: Spices: cloves (whole fruit, cloves and stems), neither crushed nor ground. HS2012 đề xuất: 090710: Spices: cloves (whole fruit, cloves and stems), neither crushed nor ground | 090720: Spices: cloves (whole fruit, cloves and stems), crushed or ground | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled | 091099: Spices: n.e.c. in heading no. 0910 | 090619: Spices: cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground | 090620: Spices: cinnamon and cinnamon-tree flowers, crushed or ground.","090710: Spices: cloves (whole fruit, cloves and stems), neither crushed nor ground","090710: Spices: cloves (whole fruit, cloves and stems), neither crushed nor ground | 090720: Spices: cloves (whole fruit, cloves and stems), crushed or ground | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled | 091099: Spices: n.e.c. in heading no. 0910 | 090619: Spices: cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground | 090620: Spices: cinnamon and cinnamon-tree flowers, crushed or ground",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
840020,Ginger (10),0840020 Ginger ( 10 ) | Zingiber officinale,091011,NGỜ,091011;091012,"Ginger has whole vs crushed/ground split; 091011 alone incomplete. Nguồn EU/loài: 0840020 Ginger ( 10 ) | Zingiber officinale. HS2012 hiện tại: 091011: Spices: ginger, neither crushed nor ground. HS2012 đề xuất: 091011: Spices: ginger, neither crushed nor ground | 091012: Spices: ginger, crushed or ground.","091011: Spices: ginger, neither crushed nor ground","091011: Spices: ginger, neither crushed nor ground | 091012: Spices: ginger, crushed or ground",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
153010,Blackberries,0153010 Blackberries | Rubus sect. Rubus,081020,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0153010 Blackberries | Rubus sect. Rubus. HS2012 hiện tại: 081020: Fruit, edible: raspberries, blackberries, mulberries, and loganberries, fresh.","081020: Fruit, edible: raspberries, blackberries, mulberries, and loganberries, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
270010,Asparagus,0270010 Asparagus | Asparagus officinalis,070920,NGỜ,070920;070999,"Asparagus fits 070920, nhưng Annex có hop sprouts; có thể cần 070999. Nguồn EU/loài: 0270010 Asparagus | Asparagus officinalis. HS2012 hiện tại: 070920: Vegetables: asparagus, fresh or chilled. HS2012 đề xuất: 070920: Vegetables: asparagus, fresh or chilled | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070920: Vegetables: asparagus, fresh or chilled","070920: Vegetables: asparagus, fresh or chilled | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
163080,Pineapples,0163080 Pineapples | Ananas comosus,080430,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0163080 Pineapples | Ananas comosus. HS2012 hiện tại: 080430: Fruit, edible: pineapples, fresh or dried.","080430: Fruit, edible: pineapples, fresh or dried",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
820000,Fruit spices,0820000 Fruit spices,090411,NGỜ,090411;090412;090421;090422;090831;090832;090510;090520;090961;090962;091099,"Fruit spices là nhóm nhiều mã; 090411 chỉ whole Piper pepper. Nguồn EU/loài: 0820000 Fruit spices. HS2012 hiện tại: 090411: Spices: pepper (of the genus piper), neither crushed nor ground. HS2012 đề xuất: 090411: Spices: pepper (of the genus piper), neither crushed nor ground | 090412: Spices: pepper (of the genus piper), crushed or ground | 090421: Spices: fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground | 090422: Spices: fruits of the genus Capsicum or Pimenta, crushed or ground | 090831: Spices: cardamoms, neither crushed nor ground | 090832: Spices: cardamoms, crushed or ground | 090510: Spices: vanilla, neither crushed nor ground | 090520: Spices: vanilla, crushed or ground | 090961: Spices: seeds of anise, badian, caraway or fennel: juniper berries, neither crushed nor ground | 090962: Spices: seeds of anise, badian, caraway or fennel: juniper berries, crushed or ground | 091099: Spices: n.e.c. in heading no. 0910.","090411: Spices: pepper (of the genus piper), neither crushed nor ground","090411: Spices: pepper (of the genus piper), neither crushed nor ground | 090412: Spices: pepper (of the genus piper), crushed or ground | 090421: Spices: fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground | 090422: Spices: fruits of the genus Capsicum or Pimenta, crushed or ground | 090831: Spices: cardamoms, neither crushed nor ground | 090832: Spices: cardamoms, crushed or ground | 090510: Spices: vanilla, neither crushed nor ground | 090520: Spices: vanilla, crushed or ground | 090961: Spices: seeds of anise, badian, caraway or fennel: juniper berries, neither crushed nor ground | 090962: Spices: seeds of anise, badian, caraway or fennel: juniper berries, crushed or ground | 091099: Spices: n.e.c. in heading no. 0910",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1011050,Edible offals (other than liver and kidney),1011050 Edible offals (other than liver and kidney),,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1011050 Edible offals (other than liver and kidney). HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
